Divisional_Office,Zone_Office,Area_Office,Branch_Code,Branch_Name,Loanee,Member,Loan_Amount,Outstanding_Pr
OP Domain Rangpur,Rangpur Zone,Rangpur Region,954,Shapla Chattar Branch,121,121,"7,565,000.00","7,492,105.00"
OP Domain Rangpur,Rangpur Zone,Modern Region,956,Medical More Branch,145,145,"8,768,000.00","8,676,720.00"
OP Domain Rangpur,Rangpur Zone,Modern Region,991,Mirbagh,137,137,"10,060,000.00","9,975,030.00"
OP Domain Sylhet,Beanibazar Zone,Gowainghat Region,184,Kanaighat-1,109,109,"9,945,000.00","9,937,146.00"
OP Domain Sylhet,Beanibazar Zone,Beanibazar Region,186,Zakiganj-1,125,122,"11,285,000.00","11,235,135.00"
OP Domain Sylhet,Beanibazar Zone,Gowainghat Region,200,Jaintapur-1,200,200,"14,055,000.00","13,949,693.00"
OP Domain Sylhet,Beanibazar Zone,Gowainghat Region,285,Darbosto,194,194,"17,490,000.00","17,431,346.00"
OP Domain Sylhet,Beanibazar Zone,Beanibazar Region,287,Beanibazar-2,142,142,"14,330,000.00","14,294,050.00"
OP Domain Sylhet,Beanibazar Zone,Juri Region,288,Barlekha-1,95,95,"9,635,000.00","9,593,430.00"
OP Domain Sylhet,Beanibazar Zone,Juri Region,525,Kulaura,115,115,"14,645,000.00","14,606,085.00"
OP Domain Sylhet,Beanibazar Zone,Gowainghat Region,664,Kanaighat-2,92,92,"9,780,000.00","9,772,382.00"
OP Domain Sylhet,Beanibazar Zone,Beanibazar Region,674,Zakiganj-2,89,88,"8,659,000.00","8,649,333.00"
OP Domain Sylhet,Beanibazar Zone,Beanibazar Region,676,Kaliganj-7,75,75,"10,075,000.00","10,070,465.00"
OP Domain Sylhet,Beanibazar Zone,Gowainghat Region,681,Jaintapur-2,114,114,"8,480,000.00","8,437,524.00"
OP Domain Sylhet,Beanibazar Zone,Juri Region,682,Barlekha-2,104,104,"11,690,000.00","11,663,453.00"
OP Domain Sylhet,Beanibazar Zone,Juri Region,693,Kulaura-2,124,124,"12,785,000.00","12,748,388.00"
OP Domain Sylhet,Beanibazar Zone,Juri Region,733,Zuri,94,94,"8,635,000.00","8,603,809.00"
OP Domain Sylhet,Beanibazar Zone,Beanibazar Region,740,Beanibazar-3,95,95,"10,645,000.00","10,624,160.00"
OP Domain Sylhet,Beanibazar Zone,Gowainghat Region,772,Gowainghat,114,114,"12,350,000.00","12,312,833.00"
OP Domain Sylhet,Beanibazar Zone,Juri Region,864,Shahbajpur,116,116,"7,650,000.00","7,601,774.00"
OP Domain Sylhet,Beanibazar Zone,Juri Region,1002,Barlekha-3,76,76,"8,820,000.00","8,789,470.00"
OP Domain Sylhet,Hobigonj Zone,Hobigonj Region,203,Sayestaganj,121,121,"10,688,000.00","10,625,302.00"
OP Domain Sylhet,Hobigonj Zone,Madhobpur Region,211,Madhobpur,87,87,"8,895,000.00","8,859,072.00"
OP Domain Sylhet,Hobigonj Zone,Hobigonj Region,261,Bahubal-1,92,92,"8,480,000.00","8,429,230.00"
OP Domain Sylhet,Hobigonj Zone,Ashugonj Region,470,VOIRAB,143,143,"16,060,000.00","15,951,712.00"
OP Domain Sylhet,Hobigonj Zone,Ashugonj Region,478,B BARIA,78,74,"5,300,000.00","5,264,716.00"
OP Domain Sylhet,Hobigonj Zone,Hobigonj Region,489,Habiganj Sadar,130,130,"11,925,000.00","11,822,124.00"
OP Domain Sylhet,Hobigonj Zone,Ashugonj Region,553,SHORAIL,121,121,"13,570,000.00","13,496,776.00"
OP Domain Sylhet,Hobigonj Zone,Madhobpur Region,591,Chunarughat-1,112,107,"10,330,000.00","10,308,076.00"
OP Domain Sylhet,Hobigonj Zone,Ashugonj Region,634,Ashugonj,69,69,"6,800,000.00","6,760,268.00"
OP Domain Sylhet,Hobigonj Zone,Madhobpur Region,635,Nowapara-3,88,85,"9,305,000.00","9,280,666.00"
OP Domain Sylhet,Hobigonj Zone,Hobigonj Region,672,Bahubal-2,123,123,"12,290,000.00","12,239,897.00"
OP Domain Sylhet,Hobigonj Zone,Madhobpur Region,673,Chunarughat-2,129,129,"11,480,000.00","11,413,834.00"
OP Domain Sylhet,Hobigonj Zone,Madhobpur Region,747,Madhobpur-2,75,74,"8,655,000.00","8,653,678.00"
OP Domain Sylhet,Hobigonj Zone,Madhobpur Region,773,Asampara,69,67,"6,895,000.00","6,884,447.00"
OP Domain Sylhet,Hobigonj Zone,Ashugonj Region,807,Bijoynagar-2,40,40,"6,530,000.00","6,528,894.00"
OP Domain Sylhet,Hobigonj Zone,Ashugonj Region,861,Nasirnagar,45,45,"6,050,000.00","6,036,505.00"
OP Domain Sylhet,Hobigonj Zone,Hobigonj Region,895,Ajmiriganj,58,58,"4,880,000.00","4,867,167.00"
OP Domain Sylhet,Hobigonj Zone,Hobigonj Region,1001,Mirpur,86,86,"7,657,000.00","7,613,599.00"
OP Domain Sylhet,Moulvibazar Zone,Moulvibazar Region,187,Moulvibazar Kamalpur,111,109,"11,715,000.00","11,690,803.00"
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,201,Aushkandi,108,108,"13,045,000.00","12,992,547.00"
OP Domain Sylhet,Moulvibazar Zone,Komolganj Region,207,Sreemangal-1,103,103,"10,310,000.00","10,262,433.00"
OP Domain Sylhet,Moulvibazar Zone,Moulvibazar Region,258,Rajnagar-1,147,143,"16,375,000.00","16,344,487.00"
OP Domain Sylhet,Moulvibazar Zone,Komolganj Region,259,Komolganj-1,113,113,"12,770,000.00","12,694,950.00"
OP Domain Sylhet,Moulvibazar Zone,Moulvibazar Region,260,Sherpur-3,119,119,"13,445,000.00","13,415,577.00"
OP Domain Sylhet,Moulvibazar Zone,Moulvibazar Region,290,Rajnagar Munshibazar,106,106,"14,585,000.00","14,533,379.00"
OP Domain Sylhet,Moulvibazar Zone,Moulvibazar Region,381,Moulvibazar Sadar,119,119,"12,860,000.00","12,832,918.00"
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,560,Nabiganj-1,115,115,"14,980,000.00","14,967,706.00"
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,650,Enatgonj,93,93,"9,860,000.00","9,825,754.00"
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,675,Baniachong,100,100,"11,000,000.00","10,982,302.00"
OP Domain Sylhet,Moulvibazar Zone,Moulvibazar Region,680,Rajnagar-2,94,93,"9,825,000.00","9,805,021.00"
OP Domain Sylhet,Moulvibazar Zone,Komolganj Region,683,Komolganj-2,74,74,"9,435,000.00","9,407,805.00"
OP Domain Sylhet,Moulvibazar Zone,Komolganj Region,762,Sreemangal-2,81,81,"7,735,000.00","7,721,682.00"
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,774,Nabiganj-2,60,60,"8,030,000.00","8,024,027.00"
OP Domain Sylhet,Moulvibazar Zone,Komolganj Region,776,Adampur,78,78,"7,320,000.00","7,294,403.00"
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,785,Paniumda,115,115,"17,710,000.00","17,678,171.00"
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,887,Imambari,47,47,"4,700,000.00","4,696,904.00"
OP Domain Sylhet,Moulvibazar Zone,Komolganj Region,888,Khagabola,43,43,"5,870,000.00","5,862,698.00"
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,1000,Enatgonj-2,72,72,"9,280,000.00","9,259,867.00"
OP Domain Sylhet,Sunamganj Zone,Jawabazar Region,671,Chhatak,99,99,"10,915,000.00","10,899,779.00"
OP Domain Sylhet,Sunamganj Zone,Jawabazar Region,695,Dowarabazar,86,83,"11,250,000.00","11,236,948.00"
OP Domain Sylhet,Sunamganj Zone,Sunamganj Region,701,Sunamganj Sadar,74,74,"8,990,000.00","8,990,000.00"
OP Domain Sylhet,Sunamganj Zone,Sunamganj Region,710,Derai,81,81,"11,690,000.00","11,686,018.00"
OP Domain Sylhet,Sunamganj Zone,Jawabazar Region,711,Jawabazar,63,62,"8,935,000.00","8,934,336.00"
OP Domain Sylhet,Sunamganj Zone,Bishomborpur Region,725,Taherpur-2,117,117,"10,720,000.00","10,686,951.00"
OP Domain Sylhet,Sunamganj Zone,Bishomborpur Region,743,Jamalganj-2,96,96,"16,540,000.00","16,523,598.00"
OP Domain Sylhet,Sunamganj Zone,Bishomborpur Region,744,Bishwamvarpur,133,133,"15,625,000.00","15,538,328.00"
OP Domain Sylhet,Sunamganj Zone,Bishomborpur Region,763,Chinakandi,135,135,"11,010,000.00","10,916,356.00"
OP Domain Sylhet,Sunamganj Zone,Jawabazar Region,870,Banglabazar-2,145,145,"18,840,000.00","18,838,009.00"
OP Domain Sylhet,Sunamganj Zone,Sunamganj Region,871,Shantiganj,65,65,"7,350,000.00","7,327,258.00"
OP Domain Sylhet,Sunamganj Zone,Sunamganj Region,889,Ambari-2,64,64,"8,010,000.00","7,983,718.00"
OP Domain Sylhet,Sunamganj Zone,Jawabazar Region,900,Dularbazar,73,73,"8,840,000.00","8,839,115.00"
OP Domain Sylhet,Sunamganj Zone,Sunamganj Region,979,Derai-2,73,73,"11,440,000.00","11,436,903.00"
OP Domain Sylhet,Sunamganj Zone,Jawabazar Region,980,Jawabazar-2,101,100,"12,445,000.00","12,424,338.00"
OP Domain Sylhet,Sunamganj Zone,Sunamganj Region,999,Sunamgnj Sadar-2,92,92,"11,060,000.00","11,060,000.00"
OP Domain Sylhet,Sylhet Zone,Khadimnagar Region,177,Beanibazar-1,124,124,"9,820,000.00","9,746,993.00"
OP Domain Sylhet,Sylhet Zone,Sylhet Region,181,Sylhet Sadar,176,176,"11,390,000.00","11,290,449.00"
OP Domain Sylhet,Sylhet Zone,Biswanath Region,182,Biswanath,98,98,"8,420,000.00","8,400,532.00"
OP Domain Sylhet,Sylhet Zone,Biswanath Region,183,Balaganj,123,123,"12,545,000.00","12,472,214.00"
OP Domain Sylhet,Sylhet Zone,Khadimnagar Region,185,Golapganj,174,174,"12,995,000.00","12,939,463.00"
OP Domain Sylhet,Sylhet Zone,Khadimnagar Region,199,Khadimnagar,192,192,"14,470,000.00","14,248,589.00"
OP Domain Sylhet,Sylhet Zone,Sylhet Region,286,Companiganj-1,167,167,"14,490,000.00","14,446,146.00"
OP Domain Sylhet,Sylhet Zone,Sylhet Region,479,Tetli,149,149,"13,275,000.00","13,235,325.00"
OP Domain Sylhet,Sylhet Zone,Khadimnagar Region,558,Dhaka South,123,122,"11,260,000.00","11,219,632.00"
OP Domain Sylhet,Sylhet Zone,Sylhet Region,589,Fenchuganj,148,148,"13,615,000.00","13,527,352.00"
OP Domain Sylhet,Sylhet Zone,Sylhet Region,637,Shahjalal Pro: Bi:,102,102,"8,300,000.00","8,252,880.00"
OP Domain Sylhet,Sylhet Zone,Khadimnagar Region,780,Gasbari-2,144,143,"14,720,000.00","14,688,362.00"
OP Domain Sylhet,Sylhet Zone,Biswanath Region,795,Jagannathpur,114,111,"13,565,000.00","13,565,000.00"
OP Domain Sylhet,Sylhet Zone,Biswanath Region,869,Gobindogonj-3,88,88,"9,690,000.00","9,688,230.00"
OP Domain Sylhet,Sylhet Zone,Khadimnagar Region,899,Horipur,93,93,"7,395,000.00","7,352,813.00"
OP Domain Sylhet,Sylhet Zone,Biswanath Region,965,Saidpur-4,63,63,"6,070,000.00","6,068,009.00"
OP Domain Sylhet,Sylhet Zone,Biswanath Region,983,Biswanath-2,103,103,"9,510,000.00","9,473,808.00"
