Domain,Zone,Region,Branch_Name,Branch_Code,New_Member_Admission_August_2025,Member_Cancellation_August_2025,Borrower_August_2025,Fully_Paid_Borrower_August_2025,Reg_Loan_Recoverable_August_2025,Recovered_Regular_August_2025,Recovered_Due_August_2025,New_Due_Amount_August_2025,August_2025_Total Due,August_2025_Total_Due_Loanee,As_on_August_2025_Bad Loan_365,As_on_August_2025_Overdue_Loan_Outstanding,As_on_August_2025_Overdue_Loan_Outstanding,As on August_2025 Cummulative Loan Disbursement,As_on_August_2025_Cummulative_Loan_Collection
OP Domain Natore,Pabna Zone,Pabna Region,Pabna-3,631,127,85,188,164,10535995,9945608,115273,590387,13265582,1054,8375291,16333986,16333986,291894000,266793409
OP Domain Bogra,Sirajganj Zone,Sirajgonj Region,Sirajganj-3,632,68,63,128,115,8040952,7249660,87850,791291,11569831,1210,6419960,15729216,15729216,210984000,195599799
OP Domain Bogra,Sirajganj Zone,Nimgachhi Region,Dhangara,633,41,47,65,74,3882884,3619274,34122,263611,7570640,736,4622246,8682430,8682430,123774000,122309449
OP Domain Sylhet,Hobigonj Zone,Ashugonj Region,Ashugonj,634,43,35,67,61,6148032,5884263,85967,263769,6226306,429,3695143,7470944,7470944,162083000,150071551
OP Domain Sylhet,Hobigonj Zone,Madhobpur Region,Nowapara-3,635,62,40,90,76,7776491,7648989,63102,127502,2343980,247,1385879,3344531,3344531,202216000,185679961
OP Domain Comilla,Comilla West Zone,Homna Region,Batakandi,636,65,55,73,69,8993866,8759144,226372,234722,6231580,281,3973057,7051583,7051583,235143000,203593146
OP Domain Sylhet,Sylhet Zone,Sylhet Region,Shahjalal Pro: Bi:,637,63,55,107,92,6718397,6621546,61015,96852,5441505,567,4076701,5966393,5966393,187285000,181583614
OP Domain Rangpur,Lalmonirhat Zone,Hatibandha Region,Baura,638,83,67,182,143,8714153,8312616,146469,401536,13564076,1136,5609097,14929116,14929116,260077000,239203729
OP Domain Khulna,Kushtia Zone,RAJBARI REGION,Khoksha,639,96,59,100,70,5043447,4837129,87576,206318,7656664,666,5117412,8766685,8766685,139378000,133497588
OP Domain Khulna,Jessore Zone,Nowapara Region,Monirampur,640,59,46,79,65,5027345,4587104,49263,440241,12588116,1364,8338299,15000390,15000390,147149000,150322198
OP Domain Rajshahi,Naogaon Zone,Hapania Region,Saraswatipur,641,43,29,74,61,3369147,3202389,27987,166759,3346705,301,1919880,4308308,4308308,113942000,111923931
OP Domain Rajshahi,Naogaon Zone,Naogaon Region,Kirtipur,642,41,31,79,75,3762020,3446231,15199,315789,9425681,739,6136345,10797621,10797621,122871000,121602952
OP Domain Comilla,Comilla West Zone,Gowripur Region,Eliotgonj,643,56,44,85,81,6511710,6210100,27173,301609,5953429,327,3887494,6845308,6845308,172973000,156949174
OP Domain Khulna,Jessore Zone,Lohagara Region,Gopalgonj,644,70,60,81,74,5532695,5284767,80374,247928,9127211,770,6451461,10184519,10184519,140553000,136629228
OP Domain Khulna,Jessore Zone,Jessore Region,Chowgachha,645,105,79,118,109,6289773,5858844,181289,430929,18776483,1026,13559172,20319939,20319939,195088000,201297301
OP Domain Chittagaon,Satkania Zone,Eidgaon Region,Chokoria,646,70,39,91,70,7263775,6700566,31989,563209,6934359,682,3213672,9063852,9063852,171083000,150912933
OP Domain Barisal,Barisal Zone,Ujirpur Region,Borishal,647,56,58,91,80,6225756,5949255,80346,276501,15126707,1244,9932611,16856096,16856096,195886000,196189880
OP Domain Barisal,Barisal Zone,Rajapur Region,Jhalokati,648,42,32,68,67,4855880,4470263,212364,385616,8148996,1012,4339933,9989943,9989943,147580000,140254726
OP Domain Dhaka,Dhamrai Zone,Kashimpur Region,Bolivodro,649,85,64,117,93,8367113,7917604,47043,449508,9864193,535,7188509,11760034,11760034,224345000,197436841
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,Enatgonj,650,49,41,76,73,7669369,7479896,25877,189473,2994369,300,1188476,3735703,3735703,278320000,294835659
OP Domain Khulna,Jessore Zone,Jessore Region,Khajura,651,78,53,97,90,5659167,5383208,101931,275959,12185095,1032,9215274,13216025,13216025,161219000,157219256
OP Domain Barisal,Barisal Zone,Patuakhali Region,Kalapara,652,75,61,100,87,6013743,5774340,154576,239402,6682900,826,4903826,7650425,7650425,162256000,151073336
OP Domain Barisal,Barisal Zone,Patuakhali Region,Dumki,653,49,48,65,71,4270055,3995357,86818,274698,9174379,742,5657213,10142864,10142864,147939000,159597394
OP Domain Chittagaon,Feni Zone,Dagonbuyan Region,Kobirhat,654,41,32,56,43,6799662,6625833,32688,173829,3193272,316,1491584,3941061,3941061,183558000,172155548
OP Domain Comilla,Chandpur Zone,Motlob Region,Chhengarchar,655,45,45,83,78,7448189,7145347,87313,302841,12542120,710,8690435,14016155,14016155,216105000,192768774
OP Domain Natore,Chatmohor Zone,Bera Region,Bera-2,656,61,69,134,126,6873296,6530675,61175,342622,8077606,757,4476239,9460577,9460577,198064000,186874748
OP Domain Natore,Chatmohor Zone,Bera Region,Kashinathpur-2,657,53,46,95,88,5600921,5230203,22352,370718,9395696,848,5985103,10594252,10594252,152522000,140580048
OP Domain Chittagaon,Chittagong North Zone,Mirasorai Region,Borodarogahat,658,59,44,106,89,7711152,7547796,73217,163356,4898431,378,2947282,5702875,5702875,205245000,185136735
OP Domain Dhaka,Dhaka North Zone,Kalshi Region,Khilkhet,659,80,70,112,105,9491863,9152288,65915,339575,5316888,288,2847708,6546267,6546267,259105000,232203644
OP Domain Khulna,Satkhira Zone,Paikgasa Region,Kopilmuni,660,66,37,101,61,4946640,4664013,92821,282628,7329762,788,4840181,8865695,8865695,123379000,112676496
OP Domain Khulna,Satkhira Zone,Kaliganj Region,Shamnagor,661,54,39,73,71,5137182,5009037,46909,128145,5746266,411,4504076,6145042,6145042,140512000,137843636
OP Domain Khulna,Satkhira Zone,Kaliganj Region,Debhata,662,65,47,92,76,5372617,5198192,51868,174425,6993773,807,5035207,7910722,7910722,142760000,136270516
OP Domain Khulna,Satkhira Zone,Paikgasa Region,Ashashuni,663,59,48,89,76,5161347,4929162,51734,232184,6906748,670,4967137,8016899,8016899,145510000,140002646
OP Domain Sylhet,Beanibazar Zone,Gowainghat Region,Kanaighat-2,664,74,42,94,76,9275927,9033970,78472,241957,3884155,443,2179165,4966311,4966311,241358000,225373947
OP Domain Khulna,Khulna Zone,Khulna Region,Dakop,665,42,23,60,59,4042562,3864616,52458,177946,9420381,574,7239374,9795228,9795228,112254000,112499325
OP Domain Khulna,Satkhira Zone,Paikgasa Region,Patkelghata,666,69,47,74,52,4490175,4344138,119783,146038,9767941,764,7546671,10469525,10469525,119725000,113456608
OP Domain Mymensingh,Tangail Zone,Tangail Region,Kalihati-2,667,51,30,66,52,4713711,4447254,74262,266457,5964715,470,3761540,7356893,7356893,127169000,114447055
OP Domain Khulna,Satkhira Zone,Kaliganj Region,Kaliganj-6,668,89,63,97,74,4606400,4194226,70142,412174,7783704,650,4860233,9754282,9754282,128555000,125597002
OP Domain Dhaka,Dhamrai Zone,Ghior Region,Nagorpur,669,21,19,48,43,3639713,3421544,60479,218169,7848595,604,5454295,8726180,8726180,103185000,97007749
OP Domain Mymensingh,Gazipur Zone,Sreepur Region,Mawna-1,670,41,30,74,56,7207429,6954559,60958,252870,8115221,666,5967919,9205017,9205017,187595000,173029986
OP Domain Sylhet,Sunamganj Zone,Jawabazar Region,Chhatak,671,91,58,109,65,9956907,9259715,168814,697192,13694603,950,4154791,15869072,15869072,265912000,238217802
OP Domain Sylhet,Hobigonj Zone,Hobigonj Region,Bahubal-2,672,79,51,125,101,10089593,9876162,45863,213431,2700391,340,1377497,3584292,3584292,268258000,242657871
OP Domain Sylhet,Hobigonj Zone,Madhobpur Region,Chunarughat-2,673,64,61,123,114,10350540,9950659,133758,399881,5946572,551,2771856,8221701,8221701,293971000,279769422
OP Domain Sylhet,Beanibazar Zone,Beanibazar Region,Zakiganj-2,674,68,45,101,80,7941186,7923190,19139,17996,2497106,275,2307876,2724100,2724100,204700000,191777937
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,Baniachong,675,65,60,107,111,10343256,9972763,76732,370494,5745581,594,2877918,7495486,7495486,272640000,252067858
OP Domain Sylhet,Beanibazar Zone,Beanibazar Region,Kaliganj-7,676,73,48,116,86,9772692,9751079,24940,21613,1318035,111,1153184,1620375,1620375,252729000,229738657
OP Domain Mymensingh,Netrokona Zone,Netrokona Region,Modonpur-2,677,81,64,110,97,7396108,7296292,13492,99816,1599608,182,1077993,1926083,1926083,190121000,172686326
OP Domain Mymensingh,Netrokona Zone,Shamgonj Region,Kendua,678,77,68,98,98,7970241,7942130,28527,28111,1430268,174,1113252,1495980,1495980,191209000,166913831
OP Domain Mymensingh,Netrokona Zone,Netrokona Region,Najirpur-2,679,47,31,74,70,5634837,5406259,31406,228578,5209106,580,3093950,6157527,6157527,154046000,141257181
OP Domain Sylhet,Moulvibazar Zone,Moulvibazar Region,Rajnagar-2,680,51,35,96,86,8892149,8694524,83644,197625,4408561,481,2105556,5352049,5352049,243165000,230260004
OP Domain Sylhet,Beanibazar Zone,Gowainghat Region,Jaintapur-2,681,58,37,112,92,6794454,6675601,36182,118853,1983750,236,1316669,2536027,2536027,187122000,177511368
OP Domain Sylhet,Beanibazar Zone,Juri Region,Barlekha-2,682,84,65,123,109,9212049,9049358,79941,162691,3734305,414,1829716,4381012,4381012,249787000,233683488
OP Domain Sylhet,Moulvibazar Zone,Komolganj Region,Komolganj-2,683,51,36,96,73,7409054,7151987,98613,257067,6405031,602,4039460,7587533,7587533,196041000,179799616
OP Domain Dhaka,Dhamrai Zone,Ghior Region,Ghior,684,32,27,53,51,3836088,3614025,296591,222063,8078188,488,5818164,9436492,9436492,115951000,110349455
OP Domain Mymensingh,Tangail Zone,Ghatail Region,Sagardighi,685,62,32,104,72,8358607,8112355,83310,246252,5162937,550,3529142,6204999,6204999,208441000,183430716
OP Domain Mymensingh,Netrokona Zone,Netrokona Region,Atpara,686,37,26,68,56,4653403,4483026,18391,170377,4856438,554,3722016,5476859,5476859,122764000,115822035
OP Domain Dhaka,Dhaka North Zone,Kalshi Region,Kalshi,687,128,127,138,132,10764717,10048774,56161,715943,12712797,986,7238040,15447114,15447114,285615000,257506873
OP Domain Mymensingh,Tangail Zone,Ghatail Region,Dholapara,688,54,39,73,65,5715567,5431105,23920,284462,6499827,669,4116963,8067292,8067292,150123000,135016028
OP Domain Dhaka,Dhamrai Zone,Ghior Region,Daulatpur-3,689,25,19,37,33,2419116,2249687,64068,169429,6600420,431,5074071,7334646,7334646,70762000,68347212
OP Domain Mymensingh,Netrokona Zone,Netrokona Region,Barhatta,690,75,41,105,84,6769534,6560026,78524,209508,6653883,682,4494404,7442719,7442719,172594000,151695067
OP Domain Mymensingh,Netrokona Zone,Netrokona area,Dharamapasha,691,70,69,102,75,5675671,5496749,49595,178922,6309960,746,4548819,7016516,7016516,150739000,135206210
OP Domain Dhaka,Dhamrai Zone,Ghior Region,Jhitka,692,33,31,48,50,3730060,3388765,49842,341295,9996642,758,6788753,11289775,11289775,108928000,106879259
OP Domain Sylhet,Beanibazar Zone,Juri Region,Kulaura-2,693,77,70,123,107,11155387,11094281,40303,61106,1401934,233,713787,1831076,1831076,296760000,276301599
OP Domain Chittagaon,Feni Zone,Gunoboti Region,Boxgonj,694,40,38,56,60,7920830,7479872,51308,440959,7123727,588,2517754,9927970,9927970,206815000,183723321
OP Domain Sylhet,Sunamganj Zone,Jawabazar Region,Dowarabazar,695,80,70,107,103,9948057,9771919,37299,176137,4229129,398,2646081,4942462,4942462,261976000,241324925
OP Domain Dhaka,Narsingdi Zone,Hasnabad Region,Raypura,696,67,60,87,92,9849992,9775703,81011,74290,2703429,184,2047207,3253918,3253918,273148000,237649443
OP Domain Dhaka,Dhamrai Zone,Ghior Region,Manikgonj,697,42,32,62,55,3959780,3644338,47343,315442,11016562,846,8258362,11987231,11987231,109887000,106449768
OP Domain Dhaka,Dhamrai Zone,Dhamrai Region,Singair,698,43,37,57,47,3682168,3372811,78535,309357,12607737,816,8411252,13515972,13515972,109045000,106903333
OP Domain Comilla,Comilla West Zone,Homna Region,Bakhrabad,699,44,38,76,67,8397532,8258333,60437,139199,3083234,198,1701958,3918140,3918140,223914000,196094440
OP Domain Barisal,Madaripur Zone,Shariatpur Region,Jajira,700,76,47,89,80,6771605,6560285,83335,211320,5830648,492,3772161,6832053,6832053,176418000,158626815
OP Domain Sylhet,Sunamganj Zone,Sunamganj Region,Sunamganj Sadar,701,51,47,76,57,6990055,6831107,30599,158948,880000,94,76443,1546124,1546124,245435000,263054816
OP Domain Comilla,Laxmipur Zone,Raypur Region,Haydargonj,702,41,29,60,50,6144444,5843091,25776,301353,6360187,443,3253336,7857512,7857512,168408000,155197905
OP Domain Mymensingh,Gazipur Zone,Kapasia Region,Amraid,703,42,27,50,40,5665525,5405288,39297,260236,9215077,668,6340879,10465735,10465735,136106000,126273740
OP Domain Barisal,Madaripur Zone,Vedorgonj Region,Noria-2,704,70,51,81,67,7125606,6607246,66268,518360,9138521,586,5082957,10857237,10857237,223268000,214534633
OP Domain Barisal,Madaripur Zone,Shariatpur Region,Shibchar,705,45,35,63,62,5712128,5403786,80726,308342,9185070,852,5550691,10208075,10208075,151488000,139825099
OP Domain Dhaka,Narsingdi Zone,Hasnabad Region,Bashgari,706,105,80,108,88,10597155,10523237,13303,73919,1267377,98,756572,1592297,1592297,270528000,228270662
OP Domain Chittagaon,Noakhali Zone,Begumganj Region,Chowmuhuni-2,707,29,29,51,43,7210629,6832759,39128,377869,6269874,488,2691946,8826393,8826393,197905000,182252748
OP Domain Chittagaon,Noakhali Zone,Subarnochar Region,Boyarchar,708,54,33,84,48,6618733,6468261,30430,150472,3681939,407,1602476,5057928,5057928,171548000,152208820
OP Domain Mymensingh,Netrokona Zone,Shamgonj area,Atharabari,709,44,37,80,80,6083792,5991795,19870,91997,3911272,545,2904852,4178845,4178845,162135000,148788799
OP Domain Sylhet,Sunamganj Zone,Sunamganj Region,Derai,710,54,43,69,60,8405909,8336462,70466,69447,1156168,126,567864,1693675,1693675,299037000,310777924
OP Domain Sylhet,Sunamganj Zone,Jawabazar Region,Jawabazar,711,70,47,78,62,7839665,7788656,3546,51009,493323,31,221262,743631,743631,286734000,310155914
OP Domain Chittagaon,Noakhali Zone,Subarnochar Region,Vatirtek,712,73,32,91,51,9102661,8755135,68754,347525,6135799,587,2468361,7695536,7695536,236369000,224600955
OP Domain Dhaka,Narsingdi Zone,Belabo Region,Kalikapur,713,79,67,113,103,11666103,11299595,220580,366508,6351923,426,3879756,8144675,8144675,309944000,275460318
OP Domain Comilla,Laxmipur Zone,Laxmipur Region,Bhabaniganj-3,714,49,51,79,44,7210366,7105053,19658,105313,2424919,184,1071444,3084880,3084880,201692000,192537063
OP Domain Barisal,Faridpur Zone,Bhanga Region,Bhanga-2,715,53,42,87,78,6486883,5988806,99041,498077,10642389,806,7434547,12878960,12878960,172736000,167020329
OP Domain Barisal,Barisal Zone,Ujirpur Region,Ujirpur,716,56,55,91,92,8070267,7342026,96846,728242,12198309,940,6889638,15063739,15063739,220042000,204406718
OP Domain Barisal,Madaripur Zone,Shariatpur Region,Chikondi,717,49,41,76,75,5742821,5546088,21187,196733,3935113,414,1979747,4734058,4734058,165365000,159249325
OP Domain Comilla,Laxmipur Zone,Laxmipur Region,Dighli Bazar,718,54,40,78,72,11435764,11320506,26179,115258,2955614,150,1655147,3291536,3291536,312766000,289642296
OP Domain Comilla,Laxmipur Zone,Alexander Region,Hazirhat,719,45,40,62,53,7425420,7383975,32737,41445,1931757,210,945214,2281149,2281149,203738000,189864582
OP Domain Khulna,Khulna Zone,Khulna Region,Botiaghata,720,71,53,89,62,5080444,4753864,64567,326579,12588219,904,8725512,13635209,13635209,143110000,144639752
OP Domain Comilla,Laxmipur Zone,Alexander Region,Munsirhat,721,64,60,82,64,8935443,8918148,2445,17295,500384,60,306918,558886,558886,233324000,216893497
OP Domain Mymensingh,Tangail Zone,Mirzapur Region,Nolua,722,50,42,92,87,7096797,6800837,94748,295960,6080224,584,3372083,7721853,7721853,188976000,176529927
OP Domain Mymensingh,Netrokona Zone,Netrokona area,Modon,723,93,71,127,116,6873022,6828930,26771,44093,2182984,254,1751494,2427277,2427277,171019000,147425489
OP Domain Mymensingh,Netrokona Zone,Kishoreganj Region,Nandail,724,54,39,97,90,7544619,7463258,44765,81361,2396977,278,1723385,2621927,2621927,197555000,181505660
OP Domain Sylhet,Sunamganj Zone,Bishomborpur Region,Taherpur-2,725,57,38,107,91,8381365,8193399,31621,187966,2352541,219,1274351,3048678,3048678,213625000,194349455
OP Domain Chittagaon,Noakhali Zone,Subarnochar Region,Aktarmiarhat,726,31,25,51,34,6645870,6404667,75205,241203,3118362,272,1331400,4445593,4445593,163689000,144026010
OP Domain Dhaka,Narsingdi Zone,Madhobdi Region,Shreenagor,727,94,91,133,124,12359045,12051317,64686,307728,4630814,314,2120042,6008375,6008375,341081000,320868492
OP Domain Comilla,Laxmipur Zone,Laxmipur Region,Mojuchowdhurirhat,728,67,60,118,114,13342869,13175329,12978,167539,1560467,134,544591,2012878,2012878,351261000,327846043
OP Domain Khulna,Satkhira Zone,Navaran Region,Kolaroa,729,100,57,114,77,6649806,6319987,128560,329818,8355065,646,5082285,9811038,9811038,178800000,172228000
OP Domain Barisal,Faridpur Zone,Boalmari Region,Modhukhali-2,730,34,31,64,59,5021785,4635680,60795,386105,7233311,817,4814460,9229382,9229382,130022000,120962611
OP Domain Mymensingh,Netrokona Zone,Shamgonj Region,Durgapur-5,731,53,34,75,65,5932568,5540148,31727,392420,6126925,740,2804902,7742481,7742481,151722000,135170094
OP Domain Barisal,Faridpur Zone,Bhanga Region,Moksedpur,732,49,46,71,72,5811414,5426678,70894,384736,10072456,958,7166843,11660383,11660383,147384000,135013572
OP Domain Sylhet,Beanibazar Zone,Juri Region,Zuri,733,63,39,93,65,7913814,7757082,37190,156732,4039168,584,2477159,5145422,5145422,211439000,197826857
OP Domain Barisal,Faridpur Zone,Bhanga Region,Sodorpur,734,38,30,63,55,5223208,4980104,213197,243104,12844222,797,10540629,14370504,14370504,140598000,132360379
OP Domain Barisal,Barisal Zone,Ujirpur Region,Gouronodi,735,64,59,87,96,9548678,8442522,135850,1106157,14801405,1064,8416924,19898325,19898325,256245000,236368711
OP Domain Barisal,Madaripur Zone,Mostofapur Region,Kalkini-1,736,83,58,86,84,9023056,8498590,97856,524466,7136373,500,4205503,9424297,9424297,239872000,218155578
OP Domain Khulna,Jessore Zone,Lohagara Region,Ramdia,737,48,42,61,60,4104863,3958703,51982,146160,6749994,528,4735606,7135785,7135785,108563000,100514917
OP Domain Mymensingh,Gazipur Zone,Kapasia Region,Bormi,738,30,18,55,51,6254286,5986306,39907,267981,5288914,396,3235709,6736629,6736629,159834000,146198038
OP Domain Chittagaon,Noakhali Zone,Subarnochar Region,Subornochar,739,58,32,69,39,5970930,5717965,66070,252965,4486207,452,1234201,5350390,5350390,165366000,152270505
OP Domain Sylhet,Beanibazar Zone,Beanibazar Region,Beanibazar-3,740,56,49,103,90,8317206,8183115,26861,134091,1709148,227,777667,2458650,2458650,233003000,219503305
OP Domain Comilla,Comilla West Zone,Srikail Region,Solimgonj,741,64,61,85,76,10918166,10468948,78150,449218,9026298,468,5974513,10917406,10917406,270528000,232771680
OP Domain Khulna,Khulna Zone,Doulatpur Region,Shahpur,742,49,35,66,57,3671547,3440730,54453,230816,15982052,1100,12402478,17047153,17047153,111127000,113471004
OP Domain Sylhet,Sunamganj Zone,Bishomborpur Region,Jamalganj-2,743,81,65,108,103,13498265,13249686,29323,248579,5355698,561,2746391,6957406,6957406,329135000,284448705
OP Domain Sylhet,Sunamganj Zone,Bishomborpur Region,Bishwamvarpur,744,91,61,139,108,11754725,11498971,164813,255753,7004212,758,4747443,8306369,8306369,307615000,284442371
OP Domain Barisal,Faridpur Zone,Boalmari Region,Boalmari-2,745,42,41,67,59,4921388,4698243,61461,223146,6550018,602,4493924,7507872,7507872,128285000,116490767
OP Domain Barisal,Madaripur Zone,Vedorgonj Region,Damudya,746,72,67,92,92,7397979,6684376,132886,713603,9286902,776,4288158,12499917,12499917,216054000,201793217
OP Domain Sylhet,Hobigonj Zone,Madhobpur Region,Madhobpur-2,747,57,30,87,52,6342329,6211217,49245,131112,5387540,393,4260096,6349706,6349706,161842000,155662278
OP Domain Khulna,Satkhira Zone,Kaliganj Region,Ghona,748,80,47,74,30,4200018,4067452,96210,132567,10556002,766,6708060,11058282,11058282,126855000,124417086
OP Domain Comilla,Chandpur Zone,Foridjonj Region,Faridganj-2,749,25,37,50,63,6925664,6456470,56918,469194,5156133,364,2438475,7708944,7708944,184651000,166379644
OP Domain Comilla,Chandpur Zone,Foridjonj Region,Ramganj-2,750,30,34,45,55,5273242,4911399,28816,361844,7779943,479,4650383,10051853,10051853,143866000,135207772
OP Domain Khulna,Jessore Zone,Lohagara Region,Kashiani,751,74,53,84,68,4877808,4644991,75150,232817,13353202,994,10566363,14461072,14461072,132476000,128081485
OP Domain Comilla,Chandpur Zone,kochua Region,Kochua-2,752,46,52,71,65,7154735,6992956,32806,161779,3127766,271,1961255,4193174,4193174,205028000,187786907
OP Domain Mymensingh,Netrokona Zone,Netrokona Region,Netrokona,753,95,75,140,117,7814183,7452313,96571,361871,7549721,966,4404519,8836355,8836355,220185000,205097796
OP Domain Mymensingh,Netrokona Zone,Kishoreganj Region,Tarail,754,39,30,68,60,4090203,4031169,69774,59035,2688930,356,2112065,2956908,2956908,104454000,95701218
OP Domain Comilla,Laxmipur Zone,Alexander Region,Alekgendar,755,25,33,31,37,7060141,6055092,86136,1005049,7142107,729,1465445,12984723,12984723,204920000,200489560
OP Domain Comilla,Laxmipur Zone,Raypur Region,Rakhalia Bazar,756,38,27,70,56,7589748,7372845,37593,216904,5159263,278,2944760,6533973,6533973,209049000,202483286
OP Domain Barisal,Barisal Zone,Ujirpur Region,Hizla,757,46,43,68,68,5285964,5016829,120717,269135,5440409,662,3266889,6899893,6899893,145793000,135443737
OP Domain Barisal,Madaripur Zone,Mostofapur Region,Rajoir,758,65,44,84,75,8336600,7887365,62838,449236,8184234,576,4407423,10615619,10615619,235372000,214995414
OP Domain Mymensingh,Gazipur Zone,Valuka Region,Uthura,759,40,53,85,99,7477866,6969326,25173,508540,7614866,842,4234411,9514664,9514664,191123000,174910125
OP Domain Comilla,Chandpur Zone,Foridjonj Region,Haimchar,760,47,53,88,96,6540596,6054022,105723,486574,7649627,643,3211302,9885268,9885268,183688000,176577886
OP Domain Comilla,Comilla West Zone,Srikail Region,Nabinagar,761,44,44,77,68,8125922,7986785,38131,139137,2518567,124,1595481,2888589,2888589,220372000,196036442
OP Domain Sylhet,Moulvibazar Zone,Komolganj Region,Sreemangal-2,762,44,27,71,62,7086735,6861628,64802,225107,4839076,442,2952923,5625291,5625291,184879000,166906973
OP Domain Sylhet,Sunamganj Zone,Bishomborpur Region,Chinakandi,763,84,66,125,95,9542820,9236383,77448,306438,5427584,726,2822742,7231748,7231748,251294000,231355719
OP Domain Barisal,Faridpur Zone,Bhanga Region,Surjonagor,764,50,41,55,48,4986901,4783848,50889,203053,4530559,349,3317812,5717157,5717157,138755000,133567140
OP Domain Comilla,Comilla West Zone,Srikail Region,Bancharampur-2,765,48,42,73,69,9218247,8971654,54772,246593,6474677,280,4506482,7730351,7730351,250398000,218903186
OP Domain Comilla,Laxmipur Zone,Raypur Region,Kalirbazar-1,766,42,39,63,55,5988102,5863708,74486,124394,2694426,168,1154855,3407439,3407439,178291000,174193611
OP Domain Comilla,Laxmipur Zone,Alexander Region,Chowdhurirhat,767,55,44,106,80,8761704,8413311,34391,348393,4748522,480,1352163,6010045,6010045,238520000,222054751
OP Domain Barisal,Barisal Zone,Patuakhali Region,Potuakhali,768,65,44,107,90,7631844,7125756,121448,506088,9726730,840,5674763,11790071,11790071,216545000,201075328
OP Domain Comilla,Chandpur Zone,kochua Region,Khila Bazar,769,44,29,50,49,5851771,5650716,39019,201055,3864161,301,2414422,4789622,4789622,165589000,159829641
OP Domain Comilla,Laxmipur Zone,Alexander Region,Sayednagor,770,86,50,99,72,8069321,8038771,89901,30551,1229318,108,746285,1400265,1400265,214155000,201013730
OP Domain Mymensingh,Netrokona Zone,Shamgonj Region,Purbadhala,771,72,48,115,85,8048533,7758686,85160,289847,4973852,547,2682758,6205261,6205261,221505000,204511422
OP Domain Sylhet,Beanibazar Zone,Gowainghat Region,Gowainghat,772,81,60,126,121,10858474,10806488,63466,51986,1341017,200,878528,1452862,1452862,284297000,269849051
OP Domain Sylhet,Hobigonj Zone,Madhobpur Region,Asampara,773,43,38,66,55,6686047,6422737,102363,263310,11013938,957,9470848,12013558,12013558,167476000,147655141
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,Nabiganj-2,774,51,31,62,52,7245316,6922397,72787,322919,4837261,409,1711873,6213838,6213838,206111000,198639236
OP Domain Barisal,Madaripur Zone,Vedorgonj Region,Sakhipur-2,775,89,71,117,102,8800105,8401132,95890,398973,9039255,718,5418171,10629453,10629453,264677000,248030411
OP Domain Sylhet,Moulvibazar Zone,Komolganj Region,Adampur,776,53,36,86,81,6520485,6230644,87208,289841,16526170,1607,12732604,17910630,17910630,194832000,191652049
OP Domain Khulna,Satkhira Zone,Paikgasa Region,Koyra,777,60,39,90,60,5152783,4950836,91519,201947,9011291,894,6830470,9910718,9910718,133636000,131796717
OP Domain Barisal,Barisal Zone,Patuakhali Region,Baufal,778,50,45,81,76,5953536,5280284,219937,673253,13529816,1112,7091887,16416570,16416570,180941000,177901286
OP Domain Mymensingh,Netrokona Zone,Shamgonj Region,Shamgonj,779,60,51,103,91,8644513,8332465,46433,312047,6713572,672,4137046,7997578,7997578,216370000,190632823
OP Domain Sylhet,Sylhet Zone,Khadimnagar Region,Gasbari-2,780,108,91,156,122,13976976,13911945,15382,65031,1241754,202,523549,1551607,1551607,356951000,322262826
OP Domain Comilla,Comilla West Zone,Gowripur Region,Sacharbazar,781,59,41,88,73,7675608,7360470,39957,315138,6861654,500,4384157,8250927,8250927,202037000,176622696
OP Domain Khulna,Kushtia Zone,RAJBARI REGION,Sonapur-2,782,73,67,84,80,4778077,4632616,66462,145462,9038389,792,7329232,9782593,9782593,129928000,124193065
OP Domain Barisal,Barisal Zone,Patuakhali Region,Amtoli,783,60,52,101,90,7697407,7335163,98989,362244,8451742,930,5510956,9922468,9922468,211155000,200123696
OP Domain Comilla,Laxmipur Zone,Laxmipur Region,Andarchar,784,35,35,53,54,7793263,7710244,45324,83018,2098471,196,1076048,2911890,2911890,214357000,203675027
OP Domain Sylhet,Moulvibazar Zone,Auskandi Region,Paniumda,785,80,64,137,110,13606411,13337871,26896,268541,3022672,258,1073162,4113215,4113215,379649000,348835604
OP Domain Comilla,Comilla Zone,Bagmara Region,Barura-2,786,49,42,79,70,8764912,8373725,114767,391187,7784038,462,3644434,9382580,9382580,240060000,215484798
OP Domain Barisal,Barisal Zone,Ujirpur Region,Sahebrampur,787,47,40,67,66,4734234,4439663,19452,294570,7300589,606,4081775,8247501,8247501,137839000,131405565
OP Domain Dhaka,Dhamrai Zone,Ghior Region,Tepra,788,46,29,68,54,4663887,4371720,110960,292167,13319867,1002,8680080,14130517,14130517,134311000,122532209
OP Domain Mymensingh,Tangail Zone,Tangail Region,Lauhati,789,41,32,79,76,5124373,4873244,148176,251129,5496697,439,3507647,6616991,6616991,132845000,119754628
OP Domain Barisal,Barisal Zone,Patuakhali Region,Doshmina,790,52,49,74,78,5184954,4853030,90964,331925,6557434,712,4060933,7945134,7945134,153692000,151945546
